ID,Tweet,Sentiment
1403,Can't believe school won't be happening for another month and a half. So sick of this corona virus,1
1404,"At 9 pm PST, there are 4,076 deaths in the United States. coronavirus",0
1405,"My aunt rose has tested positive for corona virus but has no symptoms,I hope it stays that way.",1
1406,The way that Trump is handling the Coronavirus should show yall that he dont care about the American people. Black or white,1
1407,"After this Coronavirus shit is over and done with, I stg Im never flopping on plans ever again.",1
1408,not enough. at least we needs another 6 months. COVID19 Quarantine,0
1409,I don't give a shit. I'd be happy to see him get Coronavirus because insensitive people are scum.,1
1410,"In case you were wondering,BC s state of emergency now extends through the end of the day on April 14. COVID19 BC",0
1411,please note this handle is spreading fake news and rumours related to COVID19.,1
1412,Sue all the media who downplay COVID-19 and spread misinformation!!! Including Hong Kong and Taiwan medias.,1
1413,Wishing Cuomo from CNN primetime best wishes and speedy recovery from the Coronavirus,1
1414,"SO, Govern yourself accordingly Keep your tail indoors unless absolutely necessary. COVID19 Coronavirus",1
1415,"Yall Chelsea really think Im cappin about this. LMAOOO bitch Ive found my clubs already, just waiting for this corona shit to be over",1
1416,wait its April fools and the government still hasnt come out to tell us all this coronavirus thing was just a huge prank ?? man fuck this,1
1417,The reason America keeps growing in corona cases is because these brainless retards go out and act like nothings wrong,1
1418,Can we download the slides from today's Coronavirus Task Force Briefing? COVID19 coronavirus,0
1419,It's fools day today and every one who under estimates corona will be an April fool!,1
1420,11 persons tested positive for the Covid19 in Kashmir today.The total number of CoVID-19 positive cases climb upto 136.,0
1421,Covid19 China_Originated_Virus_In_December_2019 TablighiJamaat is Spreader !! coronavirus TablighiJamaat NizamuddinMarkaj,0
1422,Happy April fucking fools. Can the government announce corona to be a hoax already,1
1423,"Criminals shd take a break ALL the time, whether COVID-19 or NOT ! NO crime!",1
1424,omg... jaejoon has coronavirus and he got close to nogizaka yesterday hope he gets well soon and that no one got infected,1
1425,I thought it could be. I knew everything. Trump coronavirus TrumpPressConference,0
1426,The new nine inch nails album is likely to be the first one to be inspired by the coronavirus,0
1427,i bet theres gonna be alot of people who suddenly get diagnosed with the corona virus in about an hour,1
1428,Ok I just joking before but this Coronavirus and and having to stay in the house for God knows how long is really starting to piss me tf off,1
1429,Why aren't journalists asking exactly how many people are actually in the hospital right now with the Chinese Coronavirus?,1
1430,This is the same logic that NY and CA have when they release rapists and murderers so they dont get corona,0
1431,"Don Lemon is about to cry over Chris Cuomo having coronavirus and Im bout to cry too, shit",1
1432,"keep yall Aprils fools jokes to yall self tomorrow, this corona shit already a big joke fuck .",1
1433,"JUST IN: The Netherlands reports 147 new coronavirus deaths, raising death toll to 2,248",0
1434,Coronavirus has taken the wind out of April Fool's Days's sails. I'll be mightily impressed with anything that hits.,1
1435,It may have relationship with Corona Hotspot across India. Media can explore.,1
1436,"Nope. Dont succumb yourself to April fools day, nobodys buying your tested positive COVID19 joke rn.",1
1437,BREAKING: Tablighi Jamat donates 2100 Coronavirus patients to PM Relief Fund.,0
1438,"Norway reports 2 new cases bringing total confirmed cases there to 4,643 and 39 total deaths. CoronaVirus Covid19 CoronaVirusOutbreak",0
1439,*Life* Don't see partiality! Now everything is equality! 8/21 COVID19 21daysLockdownIndia StayAtHome,1
1440,I am micrometers away from muting virus covid corona sick infected etc from my timeline,1
1441,coronavirus may hurt some states more than others. Texas Florida Louisiana Thanks for breaking it down.,0
1442,WAS IT TABLIGHI JAMAAT OR KINDA CORONA JEHAD.MEDIEVAL TIMES MINDSET.VERY POOR OF THEM.,0
1443,when yall get the coronavirus and give it to your loved ones bc you didnt practice social distancing. then you will realize.,1
1444,28 cases of Coronavirus after returning to Texas from vacations in Mexico... Some people never listen...,0
1445,"Nothing last forever, Corona Virus will Vanish this month. Happy New Month",0
1446,Elysium Fire was a poor reading choice for now - exponentially growing deaths covid19 scifi exponentialcurves,0
1447,why are you not asking Crenshaw what he thinks of how the president is handling the coronavirus. Stop letting them off the hook!!!!n,1
1448,most coronavirus cases are mild THIS IS SPECULATIVE. We don't have enough data to support or deny this claim. Need much more testing.,0
1449,"BREAKING: Total number of coronavirus cases in Tasmania passes 100. 9 cases confirmed today, state tally now 107 politas covid19tas",0
1450,Czech Republic's way of slowing the spread of the coronavirus is crazy and very commendable.,0
1451,China's National Health Commission will start reporting asymptomatic cases of coronavirus. - BNO,0
1452,We are in the middle of a global pandemic and we have fuckaritxs posting shit like this coronavirus,1
1453,EU's top scientist resigns over their handling of the coronavirus pandemic. Well there's surprise. Not.,0
1454,hey just a thought STOP GOING AND FUCKING HANGING OUT WITH YOUR FRIENDS AND SHIT AND HAVING CORONAVIRUS PARTIES people are FUCKING DYING,1
1455,I cant wait to hear.. can I get you guys started off with some drinks and appetizers? COVID19,0
1456,restrictions remain inforce in the eve of Covid_19india and domecile in kashmir,0
1457,Corona virus has infected persons of all the religions without any discrimination. Do we need to pray for muslims only ?,1
1458,"While the world is fighting with only 1 pandemic. India's got two pandemics to fight, corona and stupidity.",1
1459,"CCP is No.1 terrorist, Worlds public enemy No.1. CCP Manufactured and spread Covid 19, AKA China Virus.",0
1460,Getting corona up here and being left to die Bc Im technically an immigrant with no family here to fight for me,1
1461,Ok stewarts isnt ordering more icecream anymore so get that shit while it lasts. Corona virus is really fucking up our entire lives,1
1462,"This goes for everyone! If you make a Corona Virus joke tomorrow on April Fool's Day, without hesitation YOU WILL BE BLOCKED AND REPORTED!",1
1463,Is China still lying about total death figure and infected patients due to COVID19,0
1464,The this good news for American to avoid corona viruses and save human lives,0
1465,"Spain - Coronavirus Cases: 94,417 - Deaths: 8,269 - Recovered: 19,259",0
1466,I wonder if some people are deliberately trying to spread covid19 disease in India...,0
1467,goal is to have the highest per capita COVID19 death toll in the world. winning,0
1468,Dear pm order to army directly shoot who spread Corona by Delhi matter,1
1469,Trump haters secretly enjoying the Corona virus' rampage through the USA. Despicable but unsurprising.,1
1470,How come we dont just enlist manufacturers to build telepresence robots that can be operated remotely by healthcare workers? COVID19,1
1471,Bro grandpa just died from corona yesterday. Dam. Shit real. Be safe. Love yal,1
1472,These are the new rules for ending corona: &gt;dont show up &gt;dont come out &gt;dont start now yeetzzz,1
1473,More dead Americans from Coronavirus than 9/11. And the Orange Thing is congratulating himself?,1
1474,CHINA HAS GIVEN TRADE CONTRACTS WORTH BILLIONS TO CORONA TO KILL PEOPLE AROUND THE WORLD,1
1475,I have done my part in PM Cares Fund. Every droplets will be counted to fight against Corona. IndiaFightsCorona,0
1476,It's really big sin to be a Muslim in India But one day is one day Allah ka Azab many times worst than this Corona,1
1477,"as citizen of India,I pray for corona affected patients in United States to get well soon.",1
1478,"Ab tak ka sabse positive antivirus, against Corona,,, appreciate police officer in",0
1479,"Damn the schools are out rest of the school year now , Corona basically told me to find a new job",1
1480,StaySafe at HOME! It could save your life and your family's lives.. COVID19 California,0
1481,if corona wasnt a thing i would be seeing brodie in 4 days . sad,1
1482,It seems coronavirus might have developed from a dark place unknown to the human knowledge and being attracted by an empty cavity!!,0
1483,Joking about having Corona Virus is not funny in any way. People are dying bc of it. Youre not going to get away with this.,1
1484,"aap kab donate krege pm cares fund mai ,plz help fight against Corona",1
1485,"coronavirus update in Israel. New deaths 1. Total cases in Israel confirmed 8385, recovered 224, deaths 21.",0
1486,My area of Texas has very few coronavirus cases. Virtually all deaths in Oklahoma/Texas were old and sick.,0
1487,"There was a confirmed case of the coronavirus at Giant Eagle in Indiana... be safe out there, folks",0
1488,Unpopular and Insensitive Thought... Corona and Quarantine is a marketing campaign by OTT platforms...!!,1
1489,Trump Administration Has Built Dozens of Miles of Border Wall Since Coronavirus Outbreak Began,0
1490,covid19 doesn't care or know who you are. Violating guidelines is playing russian roulette.,1
1491,In this unprecedented pandemic outbreak coronavirus should we consider not traveling to villages to avoid further spread,0
1492,'Two/ four wheelers are banned from use' Karnataka has already done it. COVID19,1
1493,"If PRC testing uses for the detection of HIV, y cant we test COVID19 faster",0
1494,"VietNamLeavesNoOneBehind Vietnam in VN today.....Corona Deaths ZERO / Traffic deaths in 2020 nearly 2,000 men, women and children",0
1495,"Whats wrong uthiru one side with blackout from sunday up today...4days without electricity, no water and this corona kplccustomercare",1
1496,only 12 per cent of death certificates have shown a direct causality from coronavirus,0
1497,So this guy wants India to top in Corona deaths.. Now we can see how jealous these guys are about India..,1
1498,trying to plan my bday but praying that this corona is over and social distancing is clear,1
1499,"Mitchplease tRump managed to find time to golf while he was being impeached, so he could have found time to deal with the coronavirus.",1
1500,Saw Rick Mercer trending to see if he caught corona virus it turns out it it was just another boring rant.,1
1501,more Americans have died from covid19 than in 9/11 and this mf is talking about going car shopping,1
1502,Poor European don't know you are fucking hiding the true numbers of cases to overcome the coronavirus in Iran,0
1503,This corona shit is not looking like its gonna be over anytime soon...im so disappointed,1
1504,Senator says public media has nothing to do with helping those affected by the coronavirus.,0
1505,"I'm old enough to remember when 100,000-200,000 dead was bad news. TrumpPandemic COVID19",1
1506,Ight corona .. ya funky bitch. You got 30 days .,1
1507,How do I know if Ive had COVID19? Ive had all the symptoms but have been told its just flu because Im coughing up green phlegm AskDrH,1
1508,Corona get me feelin unusual. Feelin like gettin bood up smh,0
1509,Bill Gates money is behind the CoronaVirus... his mad scientists bought paid for created this!,0
1510,corona virus isnt something to be joked about wtf people are dying,1
1511,MintoBwakire Wednesday Edition on 101.7 and 91.7 Minto fm. Semeria Amang'ana Ngonchenchi are. Corona,0
1512,Today we are facing the deadly combo of Topi-Lungi Virus and Corona Virus TablighiJamaat NizamuddinMarkaz,1
1513,The whole fact that we needed a virus to make us come together and realize were all human makes me feel all sorts of emotions. coronavirus,1
1514,"After we beat this Corona Virus, I want to go to church and thank God. We really need to pray for everything!",1
1515,This Tory lanes French battle is infected by Corona messy and noisy,0
1516,"Since we can track corona cases, why don't we use the same technology to track cash donations?",0
1517,I stay inside all day and Im riddled with guilt if I even touch my eyes! coronavirus COVID19,1
1518,"Im getting irritated cuz my back hurt and I cant sleep, on top of the fact that theres corona outside...I quit",1
1519,A dangerous curve for a continent with serious healthcare constraints...not to be ignored CoronaAlert,1
1520,This quarantine got me watching everyones snap story without skipping any COVID19 QuaratineLife StayAtHomePlease StayAtHome,1
1521,Let's make sure Trump's signature is on every Death Certificate for Covid19 victims.,1
1522,Im just trynna lose weight fuck corona on jah,1
1523,Prediction I will wake up tomorrow to the headlines saying their are now 1 million cases of Coronavirus,1
1524,McConnell your time is past. Beware of the midnight Corona runners! Throwing their disease on old farts who lie.,1
1525,"Given the sharp rise in Covid19 cases, do you think the lockdown should be extended in Gujarat? Let us know your views.",0
1526,Joe Biden just said he would appoint a general to deal with the coronavirus??,0
1527,India can extend lockdown but can not extend it beyond one month so be prepared to test test and treat!! coronavirus,0
1528,aub professors vs making every assignment about fucking corona,1
1529,May the Lord bless and protect the whole world from this Corona Virus. Apri.will be a wonderful month.,1
1530,"186 new recoveries in China totaling 76,238 in this place. Already 178,330 worldwide. coronavirus covid19 China",0
1531,May Allah save us from corona and end this frightening pandemic quickly so we can restore order in the world.,1
1532,Is this man sick? There is somthing seriously wrong with his thoight pattern growupDonald Covid_19,1
1533,811. Thats the number of deaths reported today bc of the coronavirus. Tf are we doing? STAY THE FUCK HOME,1
1534,Ight goodnight y'all Coronavirus got us acting like a fool at this point. Me especially.,0
1535,Such a stupid joke Kim Jaejoong WE ALL KNOW COVID19 IS A BIG ISSUE. DON'T NEED YOUR F*CKING REMIND!!!,1
1536,I feel like Ebola was so overblown by the media at the time that no one took COVID19 seriously. Remember the boy who cried wolf?,0
1537,As if people didn't know Corona virus was a big issue. There's almost a million cases worldwide.,0
1538,The coronavirus and big earthquakes remind us that a higher power will always be in control,0
1539,watch this. 95% of april fools jokes today are corona related or self depreciating,0
1540,US academic suggests withholding coronavirus treatment from political opponents. Whats the word for that again?,0
1541,"Stay at home. COVID19 Update: Country: Norway Total Cases: 4,641 Total Deaths: 39 Total Recovered: 13 Total Active Cases: 4,589",0
1542,OnMyRadar Premium Motor Spirit (PMS/Petrol ) is now 123.50 per litre! Thanks to COVID19,0
1543,Madhya Pradesh: A 65-year-old man who tested positive for COVID19 passed away in Indore today.,0
1544,my bdays tomorrow im not getting birthday coochie smh.. count your days corona u dumb bitch,1
1545,Mom just called and had a breakdown on the phone bc she works in medicine and coronavirus is driving them mad,1
1546,Youll get the same support that you gave Corona patients in blue states!,1
1547,"Ignore this headline because it has nothing to do with the video, the spread of coronavirus throughout CA in 2 mos.",0
1548,yooo lu4 lot stay safe and at home cos theres a person positive w corona,1
1549,STOP EXPECTING ESSENTIAL WORKERS TO PUT THEMSELVES AT RISK WITHOUT PROPER PROTECTIONS IN PLACE COVID19,0
1550,ELEVEN cases of the coronavirus in reseda and TWENTY SIX in encino. make it stop.,1
1551,I know its the 1st of April but this Tory government is a complete joke! GTTO COVID19,1
1552,Koreaboo istg. I almost cursed at your article about covid19. But it's true though. It has a ig link,1
1553,BREAKING Australia's coronavirus death toll has risen to 21 after a person passed away at Orange Base Hospital.,0
1554,Africa is so far spared of COVID19. The lowest cases in every continent.,0
1555,When all this corona bs is done Im going to every country concert I can,0
1556,The Coronavirus should bring us to our knees and cause us to ask the Lord for clean hearts,0
1557,Seriously look forward to these every day! Thanks for making us laugh everyday during coronavirus,0
1558,The two doctors held hostage in Limpopo by have now tested negative for corona virus.,0
1559,"No April fool today o, Corona is enough already",1
1560,Trump urges Florida to welcome cruise ship with deadly coronavirus outbreak US RTGNews,0
1561,Police scared of the corona too....Ive barley seen them since this mess started. You good,0
1562,Why aren't any Indian Media folks getting corona +ve? Right time for them die. Need to pray harder!!,1
1563,We are now scared of rain oo Hot weather is the best in this corona season 1,1
1564,my ex's dad is in the icu w corona and i'm so sad. i hate that he hates me cause i wanna check up on him,1
1565,SG says the COVID19 pandemic is the most challenging crisis we have faced since the Second World War.,0
1566,I keep feeling like this is the longest dream and were gonna wake up one day when covid19 isnt gonna be a thing anymore.,1
1567,"Coronavirus cases in the US: March 1, 2020 - 1 March 31, 2020 - 188,578",0
1568,And heres all you need to know about the way COVID19 has impacted Asian football. Nice one !,0
1569,"IS THE MOST DISRESPECTFUL ROACH ON PLANET EARTH, I SAY CORONA TAKES HER FIRST",1
1570,I am sure this paid media will be doomed after corona crisis in Pakistan and it will be a very good omen for Pakistsn.,0
1571,"Awful late in the game when your the global hub for the Corona invasion, jus sayin",1
1572,The Boston Globe holds the US President directly responsible for the coronavirus crisis in the country.,0
1573,Thanks u honorable cm of Karnataka to given entire year's salary to fight coronavirus,0
1574,Yesterday's anniversary dinner was one for the books. coronavirus couldn't stop the celebration!,0
1575,Which one of friends owns a company that makes ventilators? 25thAmendment coronavirus lookintothat,0
1576,"Haiku/Senryu Apr 8 Empty sidewalks, cars idle - where have people gone? Coronavirus.",0
1577,Due to Corona situation you have lot of time. Please give 5 mins of your time. It will change my life. 9003223583.,1
1578,wtf so that jaejoong guy lied about having corona for april fools how stupid u gotta be...,1
1579,"Is the right response to coronavirus in NH to go to online voter registration, mail-in voting and no-ID balloting?",0
1580,"I'm avoiding Corona, but steering directly into a triple bypass.",1
1581,The Chinese Govt. just released the name of the citizen from Wuhan who was the first carrier of corona virus. His name was Lay Lee Sub Kee,0
1582,"80 new cases and 10 new deaths in Georgia, United States. coronavirus COVID19 CoronavirusOutbreak CoronaVirusUpdates",0
1583,hoping tomorrow they announce that the coronavirus was just an April fools joke and we can all go back to normal... i miss going on walks,1
1584,"the corona virus just brought humanity closer, theres never been this many people cooperating at once.",0
1585,"Is it possible to put aside our differences until the coronavirus is under control, then we can return to our petty behavior.",0
1586,My sisters grandma died from corona today yall pls be safe !,1
1587,I woke up scared that I missed my conference call Not cool WorkFromHome QuaratineLife COVID19,1
1588,"Star Wars actor Andrew Jack has died in Britain as a result of the coronavirus, his agent said on Wednesday. He was 76.",0
1589,Trish Regan was one of the first people to really put emphasis on Coronavirus.,0
1590,"Covid19 still rising over the horizon, people should really take more precaution, don't ignore govt warnings instructions!",1
1591,Everyones gonna die soon from corona shits just getting worse everyday,0
1592,April must prove us that coronavirus is just a joke and let us go on with our usual lives again,1
1593,"Now Playing on 234Radio, Lionel Richie - Cinderella. Together, we can defeat coronavirus disease (COVID-19) LetsFightCovid19 CovidNGR",0
1594,"After taking d coronavirus test with several other of my colleagues,the results came out NEGATIVE but just mine was POSITIVE CONVID19",0
1595,I think I'm falling back in to a bad depression because of the coronavirus quarantine thing :( ahh,1
1596,Lets get Hydroxychloroquine and Azithromycin out there for everyone who needs it and stop baby stepping the process coronavirus,0
1597,fuck fuck FUCK! They said half of Tucson is gonna be infected with coronavirus sooner or later.,1
1598,Man i just wanted to go to mex sip on some Buchanans eating fire ass sea food listening to live music. Puta corona,1
1599,"Im so sorry,my heart goes out to all who have had love ones taken by this corona virus.",1
1600,HSN selling stuff with subtle hints at the Corona apocalypse is pretty entertaining,1
1601,"Everyone is suddenly an expert on Yellowstone, volcanos and earthquakes. Bet they're also coronavirus experts too.",0
1602,Coronavirus aka Mad Dogg 2020 is messing up a shit ton of money for me... I'm losing money day by day. CoronavirusUSA Coronavirus,1
1603,The Coronavirus has been the perfect distraction from the Treason committed by The Democrat Party and The Obama Administration.,0
1604,"8The wicked walk on every side, when the vilest men are exalted. Judgement coronavirus It rains on the rich and the poor.",1
1605,Stay at home. No caravan parks No West Cork No Brittas PEOPLE ARE DYING. YES.. DYING. COVID19,1
1606,Quebec has used a year's worth of medical supplies in 4 weeks. COVID19 They are running low.,1
1607,"Pentagon orders installations to stop reporting coronavirus cases as military-linked infections eclipse 1,000",0
1608,Trust PF of company can give 75% pf withdrawal in CORONA crisis Please confirm sir Central epf commissioner of India,0
1609,I miss my mum so bad. If it wasn't for this corona nonsense I just know she'd fly me out,1
1610,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",0
1611,"Fuck that, aint these the shits that started this whole Corona shit? Que se jodan",1
1612,Anyone who even attempts a corona-virus related April fools joke should be put in jail for at least a year,1
1613,This COVID19 is serious especially in New York Im seeing to many deaths on my timeline,0
1614,Coronavirus will hurt the west like SARS hurt the asian area in the past.,0
1615,Great to see the work of the metals industry and our member companies in tackling the COVID-19 crisis,0
1616,Yall my orthodontist is closed due to corona virus.. i was suppose to get my braces off this month,1
1617,COVID19 COVID_19 COVID2019 How many people need to die to let you know that China cannot believe .,1
1618,I am a carer still waiting for money for gas electric food been forced to wait weeks COVID19,1
1619,"I might have corona virus and no this isnt an April fools joke, Im scared",1
1620,Corona Virus made most forget to wish each other Happy New Month. Happy New Month Guys. Lets stay Safe and Alive.,1
1621,It was must see tv for awhile until the usual suspects took over. COVID19,0
1622,I got a Yankee varsity I havent wore cause I wanted to wear it to a Mets game or a Yankee game corona me daio la grasa,1
1623,COVID-19 authoritarian power grab. Nervous this will become a trend. These powers dont cede when the crisis does...,1
1624,Have added to my Breaking News public Twitter List: Coronavirus COVID19,0
1625,"Have you or anyone you know been affected by COVID-19 (tested positive, recovered, passed away)? coronavirus COVID19 Covid_19",0
1626,COVID-19 in Cameroon: Calling for the use of mask for everyone going out: Thank you Mr Minister !,0
1627,"coronavirus update: 1,430+ confirmed cases in WI. 710 confirmed cases in Milwaukee.",0
1628,Coronavirus really flipped my life upside down but Im trying to stay positive,1
1629,I wish you would get corona and go the fuck away,1
1630,Delhi: A doctor working at a Delhi government hospital has tested positive for COVID19.,0
1631,Man I got money but not enough!! Im ready for corona to pass .,1
1632,So he is the one who applauded and broke the minutes silence for covid19 victims. Shame on you Jordan,1
1633,The amount of papers Ive had to write about Coronavirus at this point youd think some student wouldve cured this shit by now,1
1634,"Deaths have decreased in 5 in World totaling 83,103 in this place. Already 166,211 worldwide. coronavirus covid19 World",0
1635,Muslim shameless thu bloody coronavirus carriers from all Muslim countries to India,1
1636,"If only Corona took those adding zero value like thirsty desperate Tik Tok dancers, 5G tin hatters, or Bomboclaat melts.",1
1637,suffers biggest one-day spike in confirmed COVID19 cases. 15 new cases. 68 total now. StayHomeSaveLives,0
1638,"No new case of COVID19 in Rajasthan, as of 9 am today; State Tally still at 93.",0
1639,Hockey India contributes Rs 21 Lakh towards Odisha CM Relief Fund to fight against COVID19 pandemic. IndiaFightsCornona,0
1640,China coronavirus numbers running late today. NHC is expected to disclose further data on asymptomatic patients.,0
1641,"Im not getting that coronavirus test, bitch ya not sticking no shit up my nose to my brain",1
1642,You know most of those single mum's out there are loving using this corona shit as their reason to not let the dad's see their kids,1
1643,Coronavirus takeout the best and the worst all humans. This is the worst of all I saw thus far.,1
1644,Getting into this final quarter has me feeling about ball I havent felt in what feels like forever fuck 2020 fuck coronavirus ffs,1
1645,all jokes aside the coronavirus is really starting to hit too close to home PLEASE STAY INSIDE,1
1646,Does anyone know if jameelajamil is OK during the coronavirus COVID19 crisis?,1
1647,"During this corona period, youre still breaking up with your boyfriend?? Some girls cant make heaven",1
1648,I request to zee new catch maulana shad and send him in corona virus ward and then test he said truth or not ?,0
1649,Third of Britons and the rest of UK What do you think of mainstream news media's coverage of the COVID19 since January 2020?,0
1650,"Can yall stop saying you have corona jokingly because its April Fools ?? Theres people that are dying out there, Kim.",1
1651,"Corona shall pass over I declare it , cause God dont put ya through anything you cant bear.",1
1652,"Yeah, I stay away from Twitter again. I can't take the coronavirus jokes anymore. Super anxious already",1
1653,I was half way through my lab report and my computer crashed ..... guess who never hit the save button OnlineClasses coronavirus,1
1654,ABC Karvelas interviewing NSW AG re Corona and Social Distancing. Not a word or question re Ruby Princess.,0
1655,"If you need to cough or sneeze, always do it into the crook of your elbow. COVID19 Pandemic",0
1656,Corona Virus entered thru Zairen from Iran not from Tabligi Jamat,0
1657,Why make a fuss about what the president said before and after corona virus enters the philippines?,0
1658,Its April already. Baba we ask for coronavirus to go. Please heal our land,1
1659,So far there has been 1 death in Kenya due to corona and 2 deaths due to police brutality and recklessness,1
1660,So much I miss her and 2020 was suppose to be for all of the girls comeback but no we got corona Bitch ass,1
1661,Yall late as shit on dis but breathing it def aint gone cure da coronavirus stop lyin,1
1662,Sierra Leone: First case of coronavirus reported (African Union),0
1663,"Oi my Dad is doing too much with sending everything about coronavirus, every day pics and videos...its cool man, Jesus!",1
1664,one of my neighbors might have coronavirus but its okay its okay smiling through it al,1
1665,"Ventilators. Well. Where to send them? Covid19 patients that die, die with lungs that just quit. Are they afebrile? O2 SATs ok? Help.",0
1666,How about the place where they are needed most? New York City hospitals. NYC nycoronavirus,0
1667,"Yo Jay, why am I seeing a fucking shit ton of people driving around and just out and about? AskGovInslee coronavirus",1
1668,Been living with my mom for awhile now. So thankful that my mom is taking care of me during this corona virus!,0
1669,bikes will never have been so clean after covid19 and riders never as rusty. Hope you are doing ok.,1
1670,"If I see any April fools tweets about the coronavirus tomorrow, Im deleting your account",1
1671,Someone got diagnosed corona at one of the apartments down the street from me This hoe closer than I thought,1
1672,Puducherry - 2 new CoronaVirus Cases.. Both returned from NizamuddinMarkaz Total cases - 3 CoronaVirusIndia Corona,0
1673,"We had hail and 45mph winds, this earthquake and COVID19 shelter in place orders. Boise has had quite a day!",1
1674,you need jesus buddy. im sorry you got the corona. Godbless you,1
1675,"Thats...kinda messed up tbh. Dude, you took it too far, covid19 isnt something to joked about.",1
1676,Well done for pathetic explanation on about level of coronavirus testing!,1
1677,"hey, can someone check-in on the kids in cages?? coronavirus",1
1678,want people to stop saying Chinese Corona Virus and start using the proper term The White Male Virus,1
1679,Opportunity arise in midst of disasters... Corona is coming with solutions to our government,0
1680,My best friend's 3 y.o nephew went into hospital last night with suspected coronavirus. Praying he's ok,1
1681,Stay safe sir!!! Prayers for you your family!!! StayHomeStaySafe CoronavirusOutbreak,1
1682,"When? More Than 3,300 Coronavirus Cases in Miami-Dade and Broward, Fla. Total at 6,741",0
1683,I wish this corona virus shit was a big April fool. AprilFools April1st,1
1684,The Coronavirus has gone too far...my family and I cant even watch wheel of fortune,1
1685,That idol said he had Coronavirus as an April fools joke nahhhhhhhhhhh man you dont do that,1
1686,This close interaction is positive and beneficial to accelerate the curb the destruction due to corona.,0
1687,I'll have a new video out tomorrow to help us prepare during this COVID19 crisis. Enjoy.,0
1688,StayHomeStaySafe to keep that coronavirus at bay. Lift up a prayer unto the LORD for He hears.,1
1689,"If this quarantine hasnt had you online shopping or looking at things you want, are you even doing it right?? COVID19",1
1690,so one of my really close friends tested positive for the coronavirus and i honestly dont know what to do...,1
1691,Dr Nyo Twan Awng speech for Coronavirus(Covid-19) drnyotwanawng,0
1692,Mere village me police corona fund collect kr rahi hy kia pm ne police ko zumedari di hy fund collect krne ki,0
1693,"FATHER, FOR THE SAKE OF THE RIGHTEOUS, DELIVER THE NATIONS OF THE EARTH FROM THE SCOURGE OF CORONAVIRUS Genesis1:26 HAPI NU MONTH",1
1694,Comparing coronavirus deaths to deaths in war is a stupid thing that people shouldnt do.,1
1695,Cant Breathe. I Love You. The Last Words Of A Nurse Dying From The Coronavirus To His Sister,0
1696,100% Bullshit. No way in hell this guy has Coronavirus. Nice play though CNN.. I get it.,1
1697,im gone fr stay in the house now im tired of this corona shit,1
1698,Absolutely essential- another group of unsung heroes in the fight against COVID19,0
1699,Yo there are some insurance companies that are still not waiving copays for coronavirus related hospital visits THAT IS NOT OK.,1
1700,Oh hi guys I'm new here please follow me hope every be safe AprilFoolsDay newhere COVID19 PumpRules,0
1701,im scared of catching the Corona virus. ppl i know starting to catch it and complaining they cant breathe.,1
1702,Man with corona who shook Putin's hand says he feels good. A sudden deterioration is anticipated,0
1703,These professors are actually INCONSIDERATE!!! Like do they live in corona free zones?!?!,1
1704,Wyoming now is the only state that has not reported a death from coronavirus. It has reported a total of 120 cases.,0
1705,"this is week 3 of wondering why can't we ShutDownUSA already and no, not accepting pro-federalism arguments right now coronavirus",1
1706,"If things go like this, my death will not be from Coronavirus but from liver damage. lockdown",1
1707,Let the kingdom of heaven belong to SILVIA PATRICIA and familia! - Matthew 5.3 coronavirus,1
1708,"Im having a great day. Hopefully there are many more birthdays to come, but none where coronavirus is a part.",1
1709,HEY! Shit cannon! This is your fault. COVID19 TrumpPlague TrumpGenocide BoycottTrumpBriefings,1
1710,Mosque all over India are spreading Corona because they are jihadi .Now they are spreading Corona as a Islamic propogand CoronaJihad,0
1711,Find every asshole on social media who is still socializing and call them out COVID19 StayAtHome,1
1712,Is Nagaland getting Corona virus testing machine,0
1713,Been calling Back To Eden since last week and they still closed because of COVID19.,1
1714,NYT keeping up with that bullshit i see. it's got a damn name and it's covid19 or coronavirus ya fucking racists.,1
1715,so ik im not supposed to take ibprophen during corona but my uterus is telling me otherwise.,1
1716,About to make the biggest move of my life. Kinda scared but excited. Corona please leave us alone!!!! Hurry tf up!,1
1717,I pray let's dz rain carry Corona go far away,1
1718,I could go for a cheesy Gordita crunch rn but some hoe bitch corona wont let me,1
1719,Germany are testing 500k a week and we arent even testing 100k a week. Governments a Joke slow covid19,1
1720,coronavirus covid19 121 new cases and 1 new death in Mexico,0
1721,One study at MIT just concluded the coronavirus can travel up to 27 feet.. Stay the fuck home already..,1
1722,Tell me how liverpool are scum bc we wouldnt give people money back when you cant get money back if you cant go liverpool coronavirus,1
1723,I swear if I get one I got coronavirus April Fools prank call tomorrow your number getting blocked. Simple,1
1724,101 more cases with Seoul reporting more than Daegu. 7 more from overseas as well. covid19,0
1725,I've heard of people taking a preventative pneumonia vaccine but there is zero data showing whether it's a viable measure against COVID19.,0
1726,Catch me feeling bad to the bone when I'm driving with an expired license April 22nd. coronavirus,1
1727,"So U.S. Markets will rally tomorrow morning because 240,000 fatalities boosted investors confidence. COVID19",1
1728,"Coronavirus outbreak in India: From 1 to 2,500 cases: 9 weeks From 2,500 to 5,000 cases: 6 days Logical to lockdownextension",0
1729,Hi! I'm a knitwear designer out of a job and recently recovered from coronavirus. Can I send you a resume?,0
1730,PLease ya'll pray we find a cure for this Corona Virus,1
